1,0,0
13,33,0
47,0,20
106,69,91
4,0,22
0,56,42
0,56,66
0,94,105
98,91,99
129,103,88
0,58,62
0,47,66
116,115,106
72,80,0
0,79,86
0,46,42
37,75,58
57,0,71
87,83,74
76,63,65
153,133,134
0,53,75
39,71,0
0,62,70
9,0,13
67,56,79
152,133,116
0,25,35
15,0,40
74,66,61
0,42,57
0,22,42
0,56,41
73,77,76
58,63,0
0,60,49
29,48,80
0,86,78
0,73,82
0,51,20
0,77,77
86,91,60
30,26,0
46,28,19
105,92,89
0,65,48
82,0,60
88,92,80
98,82,83
68,49,0
164,148,139
0,28,35
99,82,89
118,119,104
31,43,0
77,50,33
72,46,0
151,120,134
136,113,104
0,32,51
0,45,30
67,29,35
78,81,98
0,72,72
92,92,73
23,0,58
0,63,53
105,101,99
147,128,126
0,2,13
85,72,66
0,52,72
130,123,113
0,82,68
0,81,51
0,75,8
131,121,124
22,3,0
104,102,103
77,76,0
70,30,0
0,86,84
0,73,58
131,119,97
119,112,103
0,69,41
64,38,11
0,16,38
21,78,0
29,39,35
0,40,43
42,64,62
0,76,55
0,19,60
49,66,0
97,71,86
0,68,44
0,79,66
47,39,0
42,0,29
106,108,102
0,45,61
0,41,2
51,0,32
0,104,69
0,71,64
0,61,70
37,0,66
0,56,45
0,94,113
0,38,56
67,58,0
155,133,134
87,70,84
82,66,71
81,73,73
0,106,107
135,116,130
0,26,55
46,0,46
36,85,30
89,89,97
107,84,95
0,64,63
0,56,8
108,99,79
122,128,125
61,0,66
0,15,72
16,25,0
0,63,65
89,71,79
0,64,75
28,37,0
0,57,53
87,90,93
49,58,0
0,66,81
0,79,14
0,100,64
0,79,61
0,65,88
0,62,54
0,69,33
97,78,51
0,6,35
0,13,12
67,69,74
99,110,93
58,33,0
38,26,60
0,33,64
0,61,76
136,103,106
37,59,0
0,100,95
76,68,49
90,87,91
0,41,40
0,42,12
129,103,108
43,0,36
24,39,0
48,44,51
87,59,73
112,88,76
27,54,63
0,41,60
71,46,0
0,42,39
155,134,127
0,55,74
54,17,0
83,84,71
87,90,77
0,42,54
41,49,0
0,5,1
43,58,50
60,52,63
43,0,62
130,121,106
57,15,0
41,0,51
0,40,58
0,52,74
166,144,140
80,0,20
92,96,92
142,129,128
0,66,41
88,85,54
70,73,0
43,30,0
0,50,79
14,0,1
28,83,0
108,109,87
0,98,106
0,49,36
0,46,17
140,114,116
0,50,40
31,47,0
27,11,0
30,53,0
55,41,0
18,32,0
29,60,0
54,57,0
0,43,27
0,83,110
33,52,0
137,123,106
52,0,39
0,64,55
79,104,84
0,74,85
45,38,72
122,89,89
118,105,107
94,72,70
27,18,0
0,29,33
25,30,66
88,81,79
86,53,72
122,92,91
66,58,69
67,91,74
8,0,24
142,113,127
0,2,51
62,46,0
109,73,75
121,109,112
0,60,11
0,67,91
130,113,125
0,16,65
0,54,60
0,41,25
73,0,27
98,74,87
49,15,0
0,34,50
102,90,106
49,87,69
91,0,77
46,51,0
0,59,67
0,47,80
26,39,0
98,67,51
123,97,95
0,56,62
49,0,37
0,79,76
49,79,81
129,110,104
42,35,0
109,112,97
0,15,26
29,29,0
153,134,116
22,38,54
0,96,107
0,59,49
29,0,44
0,70,47
0,71,61
68,76,49
0,105,100
21,14,0
0,49,0
73,62,0
0,91,89
88,69,64
37,53,0
1,22,0
26,33,0
0,98,87
118,100,110
0,50,48
0,95,82
0,65,66
91,96,92
0,45,6
53,43,44
20,10,0
0,70,39
0,40,26
89,94,89
81,0,50
77,0,66
0,64,45
93,0,46
51,0,56
0,87,34
0,28,43
0,43,88
0,90,83
141,127,129
53,52,0
58,74,67
99,99,67
0,80,71
129,119,108
8,0,46
58,76,0
31,18,0
133,136,149
129,120,115
33,57,0
77,50,48
0,57,66
159,151,152
78,0,25
33,92,0
103,92,46
0,76,53
0,88,18
137,118,110
0,89,99
0,24,31
164,131,138
0,19,10
0,68,73
0,68,70
0,80,77
0,40,35
39,63,55
79,38,0
58,62,0
0,72,51
109,102,110
105,92,81
0,33,21
72,64,52
0,62,35
129,99,123
0,93,93
2,0,12
59,72,72
0,90,83
26,71,0
0,1,17
76,0,63
70,79,81
107,96,85
0,66,63
101,91,90
0,66,38
7,0,54
86,85,67
131,102,101
49,62,56
0,48,55
0,37,54
0,66,51
0,37,42
0,51,37
62,93,0
44,83,0
0,67,61
15,21,0
0,31,35
106,81,54
0,74,74
53,51,0
52,62,0
0,62,41
0,70,81
124,119,103
0,78,86
0,34,55
44,71,0
48,0,39
1,37,0
145,131,124
0,59,59
67,65,75
109,101,84
0,54,51
8,0,7
0,43,34
54,73,68
0,45,21
0,96,56
0,87,68
10,39,5
38,36,0
0,60,47
0,64,50
54,57,13
0,34,51
90,76,69
0,63,58
104,81,82
3,0,32
59,31,0
140,117,119
89,68,49
0,38,47
0,95,80
143,127,111
0,42,44
37,0,56
57,63,57
124,106,102
0,70,73
100,87,90
41,30,0
112,104,98
0,56,55
83,51,19
46,51,0
0,16,7
53,46,0
89,82,78
104,86,70
32,60,0
0,62,58
0,17,7
0,78,84
0,72,78
12,51,0
131,106,125
0,67,73
10,0,65
105,27,78
47,53,0
78,86,89
42,44,0
89,88,67
62,53,0
46,33,0
0,59,20
15,68,0
0,39,47
0,24,23
107,77,66
69,61,27
0,94,33
21,40,0
116,106,103
106,110,95
0,80,61
56,31,43
131,126,125
159,133,121
0,65,85
0,54,45
178,154,148
51,0,50
8,27,0
86,66,83
0,85,74
0,70,63
114,124,112
17,0,35
63,34,26
99,85,21
61,35,0
53,51,51
34,42,0
85,63,72
70,42,0
60,75,61
82,63,0
124,123,114
96,69,66
111,95,69
108,82,85
0,97,75
25,14,0
43,40,43
131,128,111
33,81,55
125,102,90
0,37,44
1,3,0
0,30,19
66,80,78
118,115,115
0,37,24
0,34,44
5,17,0
100,103,90
139,109,98
73,79,82
0,83,40
0,64,71
0,15,36
137,125,129
75,81,75
41,0,9
161,133,138
0,90,73
5,0,0
48,62,0
0,44,71
102,69,47
74,1,0
69,58,0
120,88,79
0,66,37
48,56,2
43,0,39
123,110,102
155,147,139
0,81,83
4,21,31
41,52,0
84,81,0
121,107,96
0,51,67
0,41,63
0,24,4
131,121,129
0,55,63
0,84,68
72,48,0
0,15,32
137,124,118
135,123,125
52,48,23
0,79,59
66,89,87
70,27,0
26,76,0
98,79,67
0,37,47
87,58,70
38,23,0
31,43,0
100,105,87
101,90,74
0,51,65
69,57,44
129,120,99
100,95,74
100,115,81
51,29,0
0,63,18
25,33,0
0,84,94
19,0,36
61,63,29
97,97,94
49,0,39
34,0,68
89,96,84
78,78,57
0,76,72
50,48,76
0,40,47
93,73,79
61,33,0
65,45,66
94,52,63
123,121,108
65,44,32
89,59,14
154,150,141
60,60,0
42,49,0
12,7,0
0,34,16
84,96,76
0,41,49
66,77,47
0,25,34
33,54,0
0,58,48
116,104,93
98,111,83
65,82,0
0,47,44
53,45,0
111,104,85
79,0,29
143,120,103
0,65,44
0,54,17
73,68,0
80,56,42
66,0,2
39,34,0
0,45,56
0,28,0
0,89,87
116,71,86
77,47,59
133,133,121
77,61,70
0,42,43
0,29,24
147,140,122
58,56,0
91,49,82
94,60,52
109,105,78
115,128,109
45,31,0
139,120,118
75,0,64
0,68,80
0,69,71
99,66,37
0,39,52
115,105,96
100,99,60
0,66,67
67,79,33
46,67,27
61,39,0
0,70,48
69,48,0
56,25,26
112,93,109
145,126,124
0,86,62
60,82,38
112,102,116
51,63,18
53,47,0
36,38,0
76,45,0
13,41,0
7,36,0
57,30,0
57,57,69
105,93,62
150,124,109
0,63,31
171,148,152
0,65,46
64,46,0
6,0,13
24,20,0
132,101,98
101,100,89
115,77,90
107,106,100
82,76,0
80,75,59
0,99,62
6,46,0
66,77,0
111,117,97
65,51,0
85,74,81
57,73,45
0,31,48
74,92,72
20,0,15
48,21,0
32,51,0
57,45,0
0,76,72
0,54,57
11,48,0
0,76,88
83,72,0
0,69,50
166,144,143
0,92,87
40,34,0
65,37,0
15,80,0
0,89,87
41,43,0
72,83,61
33,14,41
138,98,102
141,118,113
35,34,28
0,20,63
0,93,92
170,143,134
94,96,56
34,27,0
21,25,0
80,44,28
67,94,52
64,0,1
103,98,73
6,0,29
86,73,66
56,0,40
105,104,87
105,118,109
0,42,55
120,92,91
73,77,53
51,72,49
64,34,0
114,71,97
46,62,0
69,45,53
101,83,79
39,16,32
76,94,113
52,22,32
25,19,0
87,43,82
49,0,41
0,70,63
103,93,75
77,86,85
0,24,51
140,135,136
0,88,52
54,71,0
7,0,2
41,58,46
70,71,73
128,121,113
80,41,37
118,122,81
16,20,0
45,62,0
93,78,59
22,30,0
0,36,17
38,74,67
0,10,49
9,14,0
117,102,88
0,29,66
65,61,0
137,136,131
79,70,90
0,20,28
114,97,103
20,53,0
90,79,87
46,0,66
22,26,0
53,32,0
101,79,50
88,82,88
15,19,0
125,112,107
120,100,102
26,0,29
0,68,70
0,29,16
0,17,45
44,38,0
67,78,64
49,0,36
100,96,101
61,57,0
0,77,49
0,94,74
0,71,48
117,115,104
44,0,58
0,82,51
96,69,80
0,59,58
0,70,67
0,34,44
0,71,52
1,0,21
94,89,82
145,134,130
40,44,0
81,65,61
0,64,61
0,34,26
72,85,0
32,24,0
135,119,112
40,74,45
0,75,74
99,93,77
34,59,0
114,94,97
37,6,0
0,42,40
6,37,0
128,114,97
0,79,19
100,57,65
0,21,45
32,43,0
0,61,6
52,80,55
101,85,95
74,33,0
73,90,85
102,83,79
0,13,64
80,94,84
21,0,32
88,96,63
113,109,91
112,89,80
58,59,0
27,38,0
77,84,63
86,80,66
62,55,36
0,41,43
16,0,33
98,98,94
98,76,79
0,63,25
103,101,97
0,60,62
22,50,0
0,88,83
0,15,6
40,45,0
73,73,81
134,125,118
45,77,0
0,63,47
110,94,66
65,47,17
64,32,0
53,53,47
0,64,15
59,43,0
117,98,101
82,54,51
46,61,0
143,113,105
112,90,87
66,69,0
152,139,131
82,36,76
23,61,41
145,123,111
82,0,47
0,18,44
7,0,41
0,78,45
71,41,0
61,27,0
119,100,109
31,51,0
88,48,56
82,74,76
0,68,26
