wavel
1.929573094722101416e+02
1.931610509517540493e+02
1.933648088422020521e+02
1.935685831410405626e+02
1.937723738457559932e+02
1.939761809538347279e+02
1.941800044627631792e+02
1.943838443700277310e+02
1.945877006731148242e+02
1.947915733695108429e+02
1.949954624567021710e+02
1.951993679321752211e+02
1.954032897934164339e+02
1.956072280379121366e+02
1.958111826631487986e+02
1.960151536666128038e+02
1.962191410457905363e+02
1.964231447981684369e+02
1.966271649212328612e+02
1.968312014124702216e+02
1.970352542693669591e+02
1.972393234894094576e+02
1.974434090700841011e+02
1.976475110088773022e+02
1.978516293032754731e+02
1.980557639507649981e+02
1.982599149488323178e+02
1.984640822949637879e+02
1.986682659866458209e+02
1.988724660213648576e+02
1.990766823966072536e+02
1.992809151098594498e+02
1.994851641586078017e+02
1.996894295403387787e+02
1.998937112525387079e+02
2.000980092926940586e+02
2.003023236582911863e+02
2.005066543468165321e+02
2.007110013557564798e+02
2.009153646825974135e+02
2.011197443248257457e+02
2.013241402799279172e+02
2.015285525453902835e+02
2.017329811186992572e+02
2.019374259973412791e+02
2.021418871788027047e+02
2.023463646605699466e+02
2.025508584401294172e+02
2.027553685149675005e+02
2.029598948825706373e+02
2.031644375404252116e+02
2.033689964860176076e+02
2.035735717168342376e+02
2.037781632303615424e+02
2.039827710240858494e+02
2.041873950954936277e+02
2.043920354420712613e+02
2.045966920613051343e+02
2.048013649506816876e+02
2.050060541076872767e+02
2.052107595298083140e+02
2.054154812145312405e+02
2.056202191593424118e+02
2.058249733617282686e+02
2.060297438191751951e+02
2.062345305291696036e+02
2.064393334891978782e+02
2.066441526967464597e+02
2.068489881493017037e+02
2.070538398443500228e+02
2.072587077793778292e+02
2.074635919518715355e+02
2.076684923593175540e+02
2.078734089992022405e+02
2.080783418690120357e+02
2.082832909662333520e+02
2.084882562883525452e+02
2.086932378328560560e+02
2.088982355972302685e+02
2.091032495789616235e+02
2.093082797755364766e+02
2.095133261844412402e+02
2.097183888031623269e+02
2.099234676291861490e+02
2.101285626599990906e+02
2.103336738930875640e+02
2.105388013259379534e+02
2.107439449560366995e+02
2.109491047808701580e+02
2.111542807979247698e+02
2.113594730046869472e+02
2.115646813986430459e+02
2.117699059772795067e+02
2.119751467380826853e+02
2.121804036785390508e+02
2.123856767961349590e+02
2.125909660883568506e+02
2.127962715526910813e+02
2.130015931866240635e+02
2.132069309876422381e+02
2.134122849532319890e+02
2.136176550808797003e+02
2.138230413680717845e+02
2.140284438122946540e+02
2.142338624110346927e+02
2.144392971617783132e+02
2.146447480620119279e+02
2.148502151092219492e+02
2.150556983008947327e+02
2.152611976345167477e+02
2.154667131075743214e+02
2.156722447175539230e+02
2.158777924619419082e+02
2.160833563382247178e+02
2.162889363438887074e+02
2.164945324764203178e+02
2.167001447333059616e+02
2.169057731120320227e+02
2.171114176100848852e+02
2.173170782249509614e+02
2.175227549541166923e+02
2.177284477950684334e+02
2.179341567452925972e+02
2.181398818022755961e+02
2.183456229635038426e+02
2.185513802264637206e+02
2.187571535886416427e+02
2.189629430475240213e+02
2.191687486005972119e+02
2.193745702453476838e+02
2.195804079792617927e+02
2.197862617998259509e+02
2.199921317045265710e+02
2.201980176908500653e+02
2.204039197562828178e+02
2.206098378983112411e+02
2.208157721144217192e+02
2.210217224021006643e+02
2.212276887588344891e+02
2.214336711821096060e+02
2.216396696694123705e+02
2.218456842182292235e+02
2.220517148260465774e+02
2.222577614903508163e+02
2.224638242086283526e+02
2.226699029783655703e+02
2.228759977970488819e+02
2.230821086621646998e+02
2.232882355711994080e+02
2.234943785216394190e+02
2.237005375109711451e+02
2.239067125366809705e+02
2.241129035962553360e+02
2.243191106871805687e+02
2.245253338069431663e+02
2.247315729530294561e+02
2.249378281229258789e+02
2.251440993141188187e+02
2.253503865240946880e+02
2.255566897503398991e+02
2.257630089903408361e+02
2.259693442415839115e+02
2.261756955015555377e+02
2.263820627677420987e+02
2.265884460376299785e+02
2.267948453087056464e+02
2.270012605784554580e+02
2.272076918443657974e+02
2.274141391039231053e+02
2.276206023546137658e+02
2.278270815939241913e+02
2.280335768193407944e+02
2.282400880283499305e+02
2.284466152184380690e+02
2.286531583870915654e+02
2.288597175317968322e+02
2.290662926500402818e+02
2.292728837393083268e+02
2.294794907970873226e+02
2.296861138208637385e+02
2.298927528081239018e+02
2.300994077563542817e+02
2.303060786630412622e+02
2.305127655256712274e+02
2.307194683417305896e+02
2.309261871087057614e+02
2.311329218240831267e+02
2.313396724853491264e+02
2.315464390899900877e+02
2.317532216354925083e+02
2.319600201193427154e+02
2.321668345390271497e+02
2.323736648920322239e+02
2.325805111758442933e+02
2.327873733879497991e+02
2.329942515258351250e+02
2.332011455869867120e+02
2.334080555688909158e+02
2.336149814690341486e+02
2.338219232849028515e+02
2.340288810139833799e+02
2.342358546537621464e+02
2.344428442017255634e+02
2.346498496553600148e+02
2.348568710121519416e+02
2.350639082695877278e+02
2.352709614251537573e+02
2.354780304763364711e+02
2.356851154206222247e+02
